base_url,url
http://www.thespruce.com,https://www.thespruce.com/simple-diy-thanksgiving-centerpiece-ideas-4114817
http://www.thespruce.com,https://www.thespruce.com/fun-things-couples-can-do-together-3129598
http://www.thespruce.com,https://www.thespruce.com/thanksgiving-turkey-cooking-tips-2098958
http://www.thespruce.com,https://www.thespruce.com/chicken-dishes-4128649
http://www.thespruce.com,https://www.thespruce.com/topics-to-avoid-holidays-young-adults-4114154
http://www.thespruce.com,https://www.thespruce.com/work-family-balance-4127616
http://www.thespruce.com,https://www.thespruce.com/burgers-4128661
http://www.thespruce.com,https://www.thespruce.com/how-to-decorate-with-fall-leaves-1791415
http://www.thespruce.com,https://www.thespruce.com/decorate-your-home-for-thanksgiving-4153453
http://www.thespruce.com,https://www.thespruce.com/small-spaces-4127932
http://www.thespruce.com,https://www.thespruce.com/diy-fall-wreaths-4153039
http://www.thespruce.com,https://www.thespruce.com/paper-crafts-4127492
http://www.thespruce.com,https://www.thespruce.com/best-houseplants-for-sun-4147670
http://www.thespruce.com,https://www.thespruce.com/bathroom-repairs-4127839
http://www.thespruce.com,https://www.thespruce.com/legal#privacy
http://www.thespruce.com,http://mediakit.thespruce.com/thespruce-advertising
http://www.thespruce.com,https://www.thespruce.com/home-design-and-decorating-4127998
http://www.thespruce.com,https://www.thespruce.com/collecting-4127552
http://www.thespruce.com,https://www.thespruce.com/birding-and-wild-birds-4127712
http://www.thespruce.com,https://www.thespruce.com/thanksgiving-foods-4128091
http://www.thespruce.com,https://www.thespruce.com/outdoor-rooms-4127732
http://www.thespruce.com,https://www.thespruce.com/green-living-4127579
http://www.thespruce.com,https://www.thespruce.com/thanksgiving-crafts-4127555
http://www.thespruce.com,https://www.thespruce.com/best-fish-and-chips-recipe-434856
http://www.thespruce.com,https://www.thespruce.com/family-life-and-living-4127705
http://www.thespruce.com,https://www.thespruce.com/about-us#contact
http://www.thespruce.com,https://www.thespruce.com/fish-and-aquariums-4127319
http://www.thespruce.com,https://www.thespruce.com/the-best-thanksgiving-pies-4154071
http://www.thespruce.com,https://www.thespruce.com/games-and-magic-4127469
http://www.thespruce.com,https://www.thespruce.com/thanksgiving-4127587
http://www.thespruce.com,https://www.thespruce.com/busy-moms-prepare-for-the-holidays-4154224
http://www.thespruce.com,https://www.thespruce.com/warm-up-winter-bedroom-without-heat-4118291
http://www.thespruce.com,https://www.pinterest.com/thesprucemakes
http://www.thespruce.com,https://www.thespruce.com/pumpkin-cooler-for-bottled-drinks-1103862
http://www.thespruce.com,https://www.thespruce.com/birds-4127361
http://www.thespruce.com,https://www.thespruce.com/landscaping-4127779
http://www.thespruce.com,https://www.thespruce.com/cooking-turkey-for-beginners-101468
http://www.thespruce.com,https://www.thespruce.com/thanksgiving-themed-embroidery-patterns-4151265
http://www.thespruce.com,https://www.thespruce.com/sweet-potato-donuts-4151838
http://www.thespruce.com,https://www.thespruce.com/events-and-parties-4127600
http://www.thespruce.com,https://www.thespruce.com/thanksgiving-crafts-for-kids-4127473
http://www.thespruce.com,https://www.thespruce.com/parenting-4127704
http://www.thespruce.com,https://www.thespruce.com/step-by-step-apple-pie-recipe-305498
http://www.thespruce.com,https://www.thespruce.com/painting-4127819
http://www.thespruce.com,https://www.thespruce.com/horses-4127332
http://www.thespruce.com,https://www.thespruce.com/electrical-4127800
http://www.thespruce.com,https://www.thespruce.com/bananas-foster-french-toast-casserole-4153095
http://www.thespruce.com,https://www.thespruce.com/cozy-living-room-design-ideas-4126680
http://www.thespruce.com,https://www.thespruce.com/dreamy-home-in-dallas-4117240
http://www.thespruce.com,https://www.thespruce.com/home-security-4127782
http://www.thespruce.com,https://www.thespruce.com/mississippi-sweet-potato-pie-3061533
http://www.thespruce.com,https://www.thespruce.com/how-to-make-pierogi-1137226
http://www.thespruce.com,https://www.thespruce.com/fingerprint-crafts-for-kids-4129073
http://www.thespruce.com,https://www.thespruce.com/growing-and-caring-for-hyacinth-plants-1402248
http://www.thespruce.com,https://www.thespruce.com/small-farm-4127721
http://www.thespruce.com,https://www.thespruce.com/baked-miniature-pumpkins-recipe-1809465
http://www.thespruce.com,https://www.thespruce.com/how-to-carve-a-turkey-4153065
http://www.thespruce.com,https://www.thespruce.com/slow-cooker-chicken-with-biscuits-3054980
http://www.thespruce.com,https://www.thespruce.com/handling-dietary-issues-at-thanksgiving-4150282
http://www.thespruce.com,https://www.thespruce.com/host-best-diy-friendsgiving-ever-4113297
http://www.thespruce.com,https://www.thespruce.com/cleaning-and-organizing-4127927
http://www.thespruce.com,https://www.thespruce.com/cooking-school-4128053
http://www.thespruce.com,https://www.thespruce.com/reasons-to-celebrate-in-november-4153467
http://www.thespruce.com,https://www.thespruce.com/best-outdoor-gifts-for-woman-4153909
http://www.thespruce.com,https://www.thespruce.com/customize-your-thanksgiving-table-1103830
http://www.thespruce.com,https://www.thespruce.com/when-your-cat-wont-play-553943
http://www.thespruce.com,https://www.thespruce.com/diy-projects-4127943
http://www.thespruce.com,https://www.thespruce.com/authentic-mexican-hot-chocolate-4148366
http://www.thespruce.com,https://www.thespruce.com/stranger-things-cross-stitch-4154363
http://www.thespruce.com,https://www.thespruce.com/best-closet-storage-solutions-2648418
http://www.thespruce.com,https://www.thespruce.com/gardening-4127766
http://www.thespruce.com,https://www.thespruce.com/growing-coleus-in-pots-847973
http://www.thespruce.com,https://www.thespruce.com/kids-activities-and-play-4127645
http://www.thespruce.com,https://www.thespruce.com/fall-cooking-4128153
http://www.thespruce.com,https://www.thespruce.com/ordinary-objects-you-can-spray-paint-4136779
http://www.thespruce.com,https://www.thespruce.com/how-much-turkey-for-thanksgiving-4153017
http://www.thespruce.com,https://www.thespruce.com/by-room-4127972
http://www.thespruce.com,https://www.thespruce.com/glamping-essentials-4153505
http://www.thespruce.com,https://www.thespruce.com/cheesecake-recipes-for-your-holiday-gatherings-4154020
http://www.thespruce.com,https://www.thespruce.com/easy-thanksgiving-side-dish-recipes-4153111
http://www.thespruce.com,https://www.thespruce.com/outdoors-and-gardening-4127780
http://www.thespruce.com,https://www.thespruce.com/interior-decorating-4127997
http://www.thespruce.com,https://www.thespruce.com/dogs-4127407
http://www.thespruce.com,https://www.thespruce.com/thanksgiving-decor-items-for-the-home-4153339
http://www.thespruce.com,https://www.thespruce.com/wild-turkey-history-385522
http://www.thespruce.com,https://www.thespruce.com/contact-paper-diys-for-your-home-4153458
http://www.thespruce.com,https://www.thespruce.com/common-rabbit-diseases-4137309
http://www.thespruce.com,https://www.thespruce.com/fall-garden-care-2130967
http://www.thespruce.com,https://www.thespruce.com/ways-to-get-rid-of-clothes-4138621
http://www.thespruce.com,https://www.thespruce.com/sandwiches-4128663
http://www.thespruce.com,https://www.thespruce.com/crafting-and-hobbies-4127563
http://www.thespruce.com,https://www.thespruce.com/needle-crafts-4127534
http://www.thespruce.com,https://www.thespruce.com/pools-4127725
http://www.thespruce.com,https://www.thespruce.com/about-us
http://www.thespruce.com,https://www.thespruce.com/best-sheepskin-rugs-to-buy-4153852
http://www.thespruce.com,https://www.instagram.com/thesprucemakes
http://www.thespruce.com,https://www.thespruce.com/plumbing-4127792
http://www.thespruce.com,https://www.thespruce.com/11-stranger-things-inspired-waffle-sandwich-recipes-4153128
http://www.thespruce.com,https://www.thespruce.com/cats-4127384
http://www.thespruce.com,https://www.thespruce.com/ideas-for-an-organized-thanksgiving-2648480
http://www.thespruce.com,https://www.thespruce.com/home-tours-and-staging-4127938
http://www.thespruce.com,https://www.thespruce.com/pets-4127408
http://www.thespruce.com,https://www.thespruce.com/what-to-drink-on-thanksgiving-day-759983
http://www.thespruce.com,http://www.thespruce.com/
http://www.thespruce.com,https://www.thespruce.com/breakfast-brunch-4128673
http://www.thespruce.com,https://www.thespruce.com/kitchens-4127861
http://www.thespruce.com,https://jobs.jobvite.com/dotdash
http://www.thespruce.com,https://www.thespruce.com/things-for-families-to-do-together-in-november-4134475
http://www.thespruce.com,https://www.thespruce.com/ways-to-decorate-with-vintage-globes-4149960
http://www.thespruce.com,https://www.thespruce.com/perfect-shortcrust-by-hand-or-machine-435774
http://www.thespruce.com,https://www.thespruce.com/best-grilled-cheese-sandwich-recipes-4023963
http://www.thespruce.com,https://www.thespruce.com/small-pets-4127343
http://www.thespruce.com,https://www.thespruce.com/design-style-4127996
http://www.thespruce.com,https://www.thespruce.com/add-farmhouse-touches-for-thanksgiving-4153424
http://www.thespruce.com,https://www.thespruce.com/home-depot-black-friday-4154225
http://www.thespruce.com,https://www.thespruce.com/legal#terms
http://www.thespruce.com,https://www.thespruce.com/pumpkin-spice-coffee-cake-4106958
http://www.thespruce.com,https://www.thespruce.com/pumpkin-cocktail-recipes-4153409
http://www.thespruce.com,https://www.thespruce.com/fall-garden-mums-hardy-or-no-1402718
http://www.thespruce.com,https://www.thespruce.com/heating-and-cooling-4127787
http://www.thespruce.com,https://www.thespruce.com/creating-a-beautiful-thanksgiving-table-2098243
http://www.thespruce.com,https://www.thespruce.com/geometric-wallpaper-trend-rooms-4145365
http://www.thespruce.com,https://www.thespruce.com/things-your-vet-wants-you-to-know-1118670
http://www.thespruce.com,https://www.thespruce.com/etiquette-and-advice-4127572
http://www.thespruce.com,https://www.thespruce.com/modern-farmhouse-kitchen-ideas-4147983
http://www.thespruce.com,https://www.thespruce.com/getting-a-dog-if-you-rent-1117463
http://www.thespruce.com,https://www.thespruce.com/pumpkin-cranberry-muffins-2245778
http://www.thespruce.com,https://www.thespruce.com/reptiles-and-amphibians-4127303
http://www.thespruce.com,https://www.thespruce.com/kid-made-thanksgiving-centerpieces-4105010
http://www.thespruce.com,https://www.thespruce.com/chinese-4128473
http://www.thespruce.com,https://www.facebook.com/thespruceofficial
http://www.thespruce.com,https://www.thespruce.com/satisfying-sweet-potato-recipes-4151796
http://www.thespruce.com,https://www.thespruce.com/shop-thanksgiving-tabletop-essentials-4152003
http://www.thespruce.com,https://www.thespruce.com/food-cooking-4127292
http://www.thespruce.com,https://www.thespruce.com/home-repair-and-renovating-4127862
http://www.thespruce.com,https://www.thespruce.com/basic-sangria-recipe-3511080
