url,authors,publish_date,keywords,summary,text
http://abcnews.go.com/Politics/jeff-sessions-consulted-christian-legal-group-religious-freedom/story?id=50336322,"['Abc News', 'More Pete']",,[],,"Attorney General Jeff Sessions consulted Alliance Defending Freedom, a legal advocacy group that champions conservative Christian causes, ahead of issuing controversial guidance to government agencies and departments on Friday about how to interpret federal religious liberty protections.

Alliance Defending Freedom (ADF), a group whose stated mission is to “keep the doors open for the Gospel by advocating for religious liberty, the sanctity of life, and marriage and family,” hailed Sessions’ announcement, while a number of leading LGBT advocacy groups condemned the move for effectively offering a religious exemption for sexual orientation discrimination.

In a call with reporters, ADF CEO Michael Farris confirmed to ABC News that Sessions met with the group during a series of so-called “listening sessions” convened by the Attorney General, who says he was “seeking suggestions regarding the areas of federal protection for religious liberty most in need of clarification or guidance.”

Farris, who took over as CEO and general counsel of ADF in January, also lauded President Donald Trump for fulfilling a campaign promise.

“I commend the president for taking another step to honor his campaign promise to make religious liberty his ‘first priority’ by directing the Department of Justice to issue this guidance, which simply directs the federal government to adhere to its legal and constitutional obligation to respect existing religious freedom protections,” wrote Farris in a statement.

The Department of Justice did not respond to requests to release a list of the individuals and groups Sessions met with during his “listening sessions.”

ADF was founded in 1994 by a group of leading Christian evangelical leaders, including James Dobson of Focus on the Family, Bill Bright of Campus Crusade for Christ and Larry Burkett of Crown Financial Ministries. Since then, ADF has established itself as a leading litigation and appellate advocacy group for Christian right causes, including opposition to abortion and same-sex marriage, and social conservatives hail the group as champions of religious freedom.

Societal gains by LGBT people have long been in the group’s sights, however. Alan Sears, ADF’s longtime president, CEO and general counsel, cowrote a book in 2003 called ""The Homosexual Agenda: Exposing the Principal Threat to Religious Liberty Today,"" in which he argued that the repeal of anti-sodomy laws would lead to a roll back of ""laws against pedophilia, sex between close relatives, polygamy, bestiality and all other distortions and violations of God’s plan.”

ADF lawyers have argued several cases before the Supreme Court and are currently representing Colorado baker Jack Phillips, who is challenging the state’s nondiscrimination protections after he was found in violation of the law for refusing to bake a wedding cake for a same-sex couple in 2012. The U.S. Supreme Court recently agreed to review the Phillips case. In a recent appearance on ABC’s “The View,” Phillips defended his actions: “I don’t believe that Jesus would have made a cake, if he would have been the baker,” he said.

The progressive Southern Poverty Law Center added ADF in 2016 to its “designated hate group” list, which includes a number of right-wing evangelical organizations, for what SPLC calls its “anti-LGBT ideology.” The SPLC said ADF “works to develop ‘religious liberty’ legislation and case law that will allow the denial of good and services to LGBT people on the basis of religion” and “has supported the recminalization of homosexuality in the U.S. and criminalization abroad.”

ADF has repeatedly disputed the Southern Poverty Law Center’s “hate group” designation as “a lie” and criticized news organizations, including ABC News, who make reference to it.

The group also has powerful conservative allies willing to come to their defense. Sen. James Lankford, a Republican from Oklahoma, criticized ABC News for its coverage of the group in July, after ABC News reported that Sessions delivered a closed-door address to the group at their Summit on Religious Liberty in California, where he suggested, according to a text of the speech later published by the conservative website The Federalist, religion was “under attack.”

The SPLC, meanwhile, which has monitored hate groups throughout the United States for decades, continues to stand by its label, telling ABC News it’s “rightfully earned.”

Jeff Malet Photography/Newscom

On Friday, Sessions outlined 20 broad “principles” designed to ensure that “to the greatest extent practicable and permitted by law, religious observance and practice should be accommodated in all government activity,” including a decree that “a governmental action substantially burdens an exercise of religion … if it compels an act inconsistent with that observance or practice, or substantially pressures the adherent to modify such observance or practice.”

For several leading LGBT advocates, the new guidance was an alarming effort to undermine sexual orientation discrimination protections, under the guise of affirming religious liberty, that could have far-reaching implications.

Sen. Tammy Baldwin, a Democrat from Wisconsin and the first openly gay U.S. Senator, told ABC News that today’s guidance could pave the way for discrimination of vulnerable populations.

“I support religious freedom and the freedom of full equality for every American,” Baldwin said in a statement. “A license to discriminate goes against our core American values and I fear that the guidance the Justice Department issued today is not designed to help agencies comply with the law, but rather to give them greater leeway to condone discrimination against LGBTQ people, women and others.”

According to Human Rights Campaign president Chad Griffin, the new guidance makes millions of Americans vulnerable to discrimination.

“Today the Trump-Pence administration launched an all-out assault on LGBTQ people, women and other minority communities by unleashing a sweeping license to discriminate,” said Griffin in a statement. “This blatant attempt to further Donald Trump’s cynical and hateful agenda will enable systematic, government-wide discrimination that will have a devastating impact on LGBTQ people and their families.”

Sarah Kate Ellis, president and CEO of GLAAD, argued that the new guidance rests on a misinterpretation of religious liberty.

“Today’s guidance by Jeff Sessions proves this Administration will do anything possible to categorize LGBTQ Americans as second-class citizens who are not equal under the law,” said Ellis in a statement. “Freedom of religion is paramount to our nation’s success, but does give people the right to impose their beliefs on others, to harm other, or to discriminate. Nothing could be more un-American and unholy that using religion to justify harm and discrimination to others.”

For David Dinielli, the deputy legal director for the Southern Poverty Law Center’s LGBT Rights Project, the ADF’s apparent relationship with Sessions is a troubling sign of the group’s growing influence in the new administration.

“The fact that the ADF has confirmed it has participated in a listening session is further proof that extremists have infiltrated the highest echelons of power in this administration, even the Attorney General who is tasked with protecting the civil rights of all Americans,” Dinielli told ABC News. “I’m not certain who came up with the invitation list to these listening sessions, but I can assure you it did not include groups who provide services to those who will be directly affected by this new guidance.”"
http://abcnews.go.com/video/uncomfortable,['Abc News'],,[],,"Highlighting the efforts of some of the country's best teachers, professors, instructors, coaches and principals, who take their job to another level to help a new generation of Americans.

1:40"
http://abcnews.go.com/US,['Abc News'],,[],,A hurricane warning is in effect for New Orleans as Tropical Storm Nate continues to strengthen.
http://abcnews.go.com/International/wireStory/trump-challenges-iran-nuclear-deal-tehran-worry-50372161,['Abc News'],,[],,"As U.S. President Donald Trump threatens the Iran nuclear deal, those living in Tehran feel that an accord they have yet to benefit from may already be doomed, hardening their skepticism about America.

Trump is set to deliver a speech on Iran this week in which he is expected to decline to certify Iran's compliance in the landmark 2015 agreement, referring it to Congress, and perhaps targeting the country's paramilitary Revolutionary Guard with new sanctions.

In the streets of the Iranian capital on Monday, The Associated Press spoke to a series of people about the nuclear deal: students and teachers, young and old, men in fashionable clothes and women in chadors.

Nearly all had the same concerns: Benefits from the 2015 accord have yet to reach Iran's 80 million people despite its government signing billion-dollar airplane deals. Inflation remains high, job opportunities stay low.

They also said Trump's threats fall in line with what Iranian leaders since the 1979 Islamic Revolution have warned: Americans can't be trusted. That feeling has unified hard-liners supporting Iran's clerically overseen government, as well as reformists seeking to change it.

""I have not seen any benefit from the deal, so what is Trump going to add to nothing?"" asked Gholamreza Haeri, a 21-year-old architecture student. ""Is he going to add zero to zero?""

The faith of the average Iranian has eroded over time in the nuclear deal, which saw Iran agree to limit its enrichment of uranium in exchange for the lifting of economic sanctions. It was sealed in July 2015 after 18 months of negotiations by the five permanent members of the U.N. Security Council — the U.S., Britain, China, France and Russia — as well as Germany.

In September 2015, a telephone survey by the Toronto-based opinion research firm IranPoll for the University of Maryland found 45 percent of 1,000 Iranians said they were not confident the U.S. would live up to its obligations in the nuclear deal. By September 2017, an IranPoll telephone survey of 700 urban Iranians found 77 percent were not confident. The margins of error for the polls were 3.1 percentage points and 3.7 percentage points respectively.

""The trend has continuously been increasing,"" said Amir Farmanesh, the president and CEO of IranPoll.

That suspicion extended to Tehran's streets Monday. Bahram Safari, a 39-year-old junior high school teacher, said he initially supported the nuclear deal but slowly became disenchanted by Trump's constant attacks. Safari pointed to comments by Supreme Leader Ayatollah Ali Khamenei, who repeatedly called the Americans untrustworthy during the negotiations.

""During the nuclear talks, I was wondering why the supreme leader was saying so, now I understand that he was right,"" Safari said. ""Americans are not loyal to their signatures.""

Ashkan Ashtari, a 30-year-old electronics importer, said breaching the deal will be problematic for both sides.

""Iranians are worried about a breach of the nuclear deal because Iran has kept with all of its commitments and has been loyal to the agreement,"" he said. ""Chances are that the U.S. president will break his country's commitment, as he has done so before.""

For Iranians, they still do not have access to international credit cards. While Iranian banks have reconnected to the SWIFT network, which allows for international wire transfers, many complain they still don't have access to global financial markets.

""I know that under the deal, Western banks were supposed to enter Iranian market, but they have not come in practice,"" said 31-year-old Zohreh Lavasani, who works at a private bank. ""So I do not expect the new move by Trump can lead to a meaningful change.""

Iran's stock market dropped 1.2 percent in the last week as the price of hard currencies like dollars and euros edged up against the Iranian rial.

Mehdi Abedi, a 30-year-old tire dealer, said despite the challenges, Iran could handle facing more U.S. sanctions.

""The world community is not just America. Iran can still continue its dealings with other countries,"" he said. ""We have been at odds with the United States for about 40 years now and have managed to survive despite conflicts.""

Also on Monday, Gen. Mohammad Ali Jafari, the top commander of the Revolutionary Guard, said in a statement that Iranian officials will have a ""unified"" approach toward the U.S. threats, the official IRNA news agency reported.

""Rest assured Mr. Trump that we (the Guard), foreign ministry and administration are united and our hearts are synchronized,"" the report quoted Jafari as saying.

Some people continue to hold out hope for the nuclear deal. On Sunday, the German Embassy in Tehran put a placard on its wall saying: ""Yes to Barjam"" — nuclear deal in Farsi. Germany was involved in negotiating the agreement.

""I still want the deal to remain in place and both sides remain faithful to it so that we can finally see its positive impact on the lives of the people,"" said Hassan Aghaei, a 23-year-old street food vendor.

But some saw fault in both sides.

""Iran's actions have probably provoked America, such as testing missiles and similar things,"" said Mehdi Shakeri, 42, who imports and sells car parts. ""Iran could have dealt with Trump more cautiously because he is a radical leader and many of his actions are not always based on logic. Perhaps if Iran had not made Trump sensitive toward itself, we would not be in the situation we are today.""

———

Associated Press writers Mohammad Nasiri in Tehran and Jon Gambrell in Dubai, United Arab Emirates, contributed."
http://abcnews.go.com/Politics/us-turkey-visa-issuances-halted-countries-diplomatic-standoff/story?id=50376337,"['Abc News', 'More Conor']",,[],,"Relations between the U.S. and Turkey took a nosedive over the weekend, with the two countries suspending visa issuances for each other in a diplomatic tit-for-tat that could have dangerous repercussions.

Longtime allies, the suspensions are the latest barb in a steady decline in relations over the last couple of years, at a time when both face dangerous new threats.

The U.S. was first to halt visas, releasing a statement on Twitter Sunday that said the U.S. has been “forced” to reassess Turkey’s “commitment ... to the security of U.S. Mission facilities and personnel.”

“In order to minimize the number of visitors to our Embassy and Consulates while this assessment proceeds, effective immediately we have suspended all nonimmigrant visa services at all U.S. diplomatic facilities in Turkey,” they said.

Statement from the U.S. Mission to Turkey pic.twitter.com/RjTU3BfSXZ — US Embassy Turkey (@USEmbassyTurkey) October 8, 2017

The announcement came just three days after Turkey charged a Turkish national who worked at the U.S. consulate in Istanbul, although the State Department didn’t explicitly link the two.

The man, identified as Metin Topuz, is charged for alleged ties to the Gulenist movement -- followers of Fetullah Gulen, a Turkish preacher who is a legal permanent resident in exile in the U.S. and is blamed by Turkish President Recep Tayyip Erdogan for a failed coup attempt last summer. Gulen has denied involvement, but Erdogan has cracked down on Gulen’s supporters, other political opponents and journalists since then.

The U.S., however, has called any charges against Topuz “wholly without merit” and “deeply” disturbing, according to a statement from the U.S. mission. “We are in contact with law enforcement to determine the reason for that arrest,” a State Department official added last week.

This is the U.S.’s second local employee to be arrested this year, after Hamza Ulucay was arrested in March, reportedly for ties to the Kurdish terror group the PKK. An employee of the U.S. consulate in Adana, he is still being detained by Turkish authorities.

Turkey said neither men had diplomatic immunity as Turkish citizens and dismissed the condemnations from the U.S.

But hours after the U.S. made the announcement about visas, Turkey tweeted their own message Sunday, seeming to echo much of the language.

“Recent Events have forced the Turkish Government to reassess the commitment of the Government of the U.S. to the security of the Turkish Mission facilities and personnel,” the statement read in part.

“In order to minimize the number of visitors to our diplomatic and consular missions in the U.S. while this assessment proceeds, effective immediately we have suspended all visa services regarding the U.S. citizens at our diplomatic and consular missions in the U.S.,” it added.

The bickering comes at a particularly fraught moment between the U.S. and its key NATO ally where America has an airbase vital to the fight against ISIS and home to a stockpile of 50 nuclear bombs.

Turkey has been incensed and increasingly willing to lash out over America’s support for Kurdish groups in Iraq and Syria who are fighting ISIS. The U.S. won’t abandon them because they are the strongest fighting forces, although like Turkey, America has labeled the Kurdish separatist group within Turkey’s borders, the PKK, a terrorist group.

In the face of America’s support, Turkey has grown increasingly closer to Iran, which has its own Kurdish population seeking independence that it wants to suppress. Erdogan appeared alongside Ayatollah Khomeini last week, denouncing the referendum by the Kurds in Iraq.

Turkey’s cooperation is also crucial for the U.S. as it tries to interdict Westerners traveling in and out of Syria to fight with ISIS and al Qaeda’s affiliate, especially as ISIS crumbles on the battlefield and many of those foreign fighters are fleeing. That cooperation could now be jeopardized."
http://abcnews.go.com/Site/page?id=3271346&cat=Good%20Morning%20America,['Abc News'],,[],,"What Would You Do?

What Would You Do?"
http://abcnews.go.com/Lifestyle,['Abc News'],,[],,Attendees’ hand-wrote wishes onto the colorful sky lanterns before posing for pictures and finally sending them into the sky.
http://abcnews.go.com/Politics/military-veteran-congress-calls-action-gun-violence-cautions/story?id=50345819,['Abc News'],,[],,"A Massachusetts Democrat who served in the Iraq War and now serves in Congress calls for ""commonsense"" steps to reduce gun violence. A Virginia Republican who is also an Iraq War veteran serving in Congress cautions that in the wake of the Las Vegas massacre it's important to maintain ""clarity through the emotional chaos.""

Reps. Seth Moulton, D-Mass., and Scott Taylor, R-Va., sat down with ""This Week"" co-anchor Martha Raddatz for a rare bipartisan conversation on how Congress should respond to the mass shooting a week ago in Las Vegas that left 58 people dead.

Moulton, who served four tours in Iraq as a Marine Corps infantry officer, said stricter firearms laws can reduce gun violence while adhering to the Constitution.

""I've seen the effects of gun violence firsthand in Iraq, and I know that it has no place at our schools, on our streets, at our concerts,"" he said.

""You can have restrictions on guns under the Second Amendment,"" Moulton said to Taylor. ""I mean, a great way to protect your family's home, as you know as a Navy SEAL, would be to have some land mines out in front and have some grenades stockpiled. But we don't allow that in our community ... We don't allow families to own tanks. So we have reasonable restrictions that are perfectly respectful of the Second Amendment, and we know from experience that restrictions like this, that commonsense reforms will help.""

But Taylor, who served as a Navy SEAL sniper in Iraq, said there is ""a very high bar"" to taking away people's Second Amendment rights.

""When you have a situation that happened, which was tragic, traumatic and everyone feels the same emotion ... it's up to leaders like us to have or to see clarity through the emotional chaos and to understand that it is a high, very high bar to be able to take some folks' rights away, to try to enact policies that take their rights away but not really do anything,"" he said.

""I'm not willing to impede on people's rights based upon your political desires, I'm just not,"" Taylor added.

ABC News

The two congressmen agreed, however, that they may be able to find common ground on limitations on bump stocks, a weapons modifier that allows semi-automatic weapons to fire faster.

Taylor agreed with Moulton that it's reasonable to restrict bump stocks and other devices capable of turning semiautomatic weapons into automatic weapons.

Still, the Virginia Republican said, even with such restrictions people who want to convert their semiautomatic firearms would find a way to do so.

""You can create a law that says, 'OK, you can't modify your semiautomatic to automatic,' which is already illegal, right? But you know as well as I do that it's not that hard to figure out. If you want to figure it out and you're, you know, you're a little bit crafty, you can do it,"" Taylor said.

The two lawmakers agreed that more conversations are needed on how to address gun violence.

""I hope that this conversation will continue,"" Moulton said. ""It took some courage for Scott to show up here, especially as a Republican, because a lot of Republicans are not willing to have this conversation, and I'm willing to sit down as a Democrat and be reasonable. But these are the conversations that we should be having in Congress to protect the American people.""

Taylor responded, ""I'm more than willing to sit down and have conversations to figure out how we, how we can help out. But the action that we take should be reasonable and common sense, of course. And it shouldn't unnecessarily infringe on people's constitutional rights.""

""I enjoyed the conversation, and I look forward to having a lot more,"" Taylor added."
http://abcnews.go.com/US/photos/shooting-las-vegas-concert-50225347,['Abc News'],,[],,"Investigators walk through debris on festival grounds across the street from the Mandalay Bay Resort and Casino, Oct. 3, 2017, in Las Vegas. </br></br>At least 58 people were killed and more than 500 injured when a gunman opened fire on the music festival crowd from the 32nd floor of the Mandalay Bay Resort and Casino. It was the deadliest shooting in modern U.S. history. Marcio Jose Sanchez/AP

People scramble for shelter at the Route 91 Harvest country music festival, Oct. 1, 2017, in Las Vegas. David Becker/Getty Images

People tend to the wounded outside the festival grounds. David Becker/Getty Images

A wounded person is walked in on a wheelbarrow as Las Vegas police respond during an active shooter situation on the Las Vegas Stirp in Las Vegas Sunday, Oct. 1, 2017. Multiple victims were being transported to hospitals after a shooting late Sunday at a music festival on the Las Vegas Strip. The Associated Press

A wounded woman is moved outside the Tropicana Hotel and Casino during the active shooter situation on the Las Vegas Strip. Chase Stevens/Las Vegas Review-Journal via AP

People are searched by police at the Tropicana during the active shooter situation. Chase Stevens/Las Vegas Review-Journal via AP

A man lays on top of a woman as others flee the music festival grounds. The woman was later seen getting up with help. David Becker/Getty Images

Police officers advise people to take cover near the scene of the shooting. John Locher/AP

People carry an injured person at the music festival grounds after gunfire was heard. David Becker/Getty Images

People run for cover at the music festival after gunfire rang out at the festival. David Becker/Getty Images

People run from the music festival grounds after gunfire was heard. David Becker/Getty Images

People take cover while others flee the music festival grounds. David Becker/Getty Images

Police run at the scene of the shooting near the Mandalay Bay Resort and Casino on the Las Vegas Strip. John Locher/AP

A man in a wheelchair is taken away from the festival grounds after gunfire ran out. David Becker/Getty Images

A woman sits on a curb at the scene of the shooting, Oct. 2, 2017. AP

People walk near the Las Vegas Strip shortly after sunrise, Oct. 2, 2017. Ronda Churchill/AP

Drapes billow out of broken windows at the Mandalay Bay Resort and Casino, Oct. 2, 2017. John Locher/AP

Two festivalgoers leave the area around the Mandalay Resort and Casino, Oct.2 2017. Mark Ralson AFP via Getty Images"
http://abcnews.go.com/2020,['Abc News'],,[],,"""I saw people getting shot right in front of me. It was horrifying."""
