url,authors,publish_date,keywords,summary,text,,,
http://abcnews.go.com/primetime,['Abc News'],,[],,"What Would You Do?

What Would You Do?",,,
http://abcnews.go.com/Lifestyle/wireStory/latest-fires-force-evacuations-northern-california-50367266,['Abc News'],,[],,"The Latest on California wildfires (all times local):

3:16 p.m.

Authorities say at least half a dozen homes have burned in a fast-moving brush fire in Southern California.

Anaheim Sgt. Daron Wyatt says the fire that broke out on Monday had stretched to about 4 square miles.

Wyatt says the blaze has been driven westward by winds toward heavily populated areas of Orange County, prompting authorities to expand evacuations.

Wyatt says one firefighter suffered minor injuries fighting the blaze.

An overnight shelter has been set up at a nearby high school for evacuees.

———

2:56 p.m.

Authorities have expanded evacuations in Southern California's Orange County because of a fast-moving wildfire.

Anaheim police Sgt. Daron Wyatt told KABC-TV on Monday that residents in the neighborhoods of Orange Park Acres, North Tustin and East Orange were also being evacuated.

Television cameras showed homes charred by flames in the hilly area known as Anaheim Hills. At least 1,000 homes in that area were previously evacuated.

Residents reported ash falling miles away in areas near the Pacific Coast.

Regional authorities have issued a smoke advisory through Tuesday morning for portions of Orange and Riverside counties.

———

2:20 p.m.

Officials say a wind-driven wildfire churning through canyons in hilly neighborhoods of Southern California has burned multiple homes.

Anaheim police Sgt. Daron Wyatt says there's still no count of the number of homes affected by Monday's blaze.

Anaheim Fire & Rescue says the fire has grown to 2,000 acres and is being fought by 200 firefighters, six helicopters and six airplanes.

One firefighter has been injured.

The fire erupted during the fall's first significant blast of Santa Ana winds, which blow out of the northeast and toward the coast.

In Northern California wine country, officials say at least one person was killed and two others were seriously injured in fast-spreading wildfires,

At least 1,500 homes and commercial buildings have been destroyed, and 20,000 people have been evacuated.

———

1:10 p.m.

Officials say at least one person was killed and two others were seriously injured in fast-spreading wildfires in Northern California wine country.

CalFire said Monday the death and injuries occurred in Mendocino County, one of several counties struggling to contain a total of 14 major fires burning out of control.

Additional details were not immediately available.

Official say high winds are hampering firefighting efforts about 140 miles (225 kilometers) north of San Francisco.

———

12:41 p.m.

A wind-driven wildfire has ignited homes in a Southern California subdivision.

TV news helicopters over the blaze in the Anaheim hills of eastern Orange County are showing several homes fully involved and flames spreading in others Monday afternoon.

Fire crews are scrambling to protect structures. Evacuations have been ordered for neighborhoods and two elementary schools.

The fire erupted during the fall's first significant blast of Santa Ana winds, the seasonal gusts linked to some of the region's worst wildfires.

In Northern California, wildfires overnight have destroyed at least 1,500 homes and commercial buildings, and 20,000 people have been evacuated.

———

12:30 p.m.

Authorities say they expect fatalities after 14 fast-moving wildfires destroyed more than 1,500 homes, department stores, hotels and other commercial structures in Northern California.

The state's top fire officials said Monday that firefighters have focused on evacuating residents and saving lives rather than battling the blaze and protecting buildings.

California Department of Forestry and Fire Protection Director Ken Pimlott said fatalities are expected, but the fires are still out of control and it's difficult for authorities to assess the damage done and the number of people hurt and killed.

He said about 50,000 people are without power.

October is typically the most dangerous time for fires in the state. He said there have been 1,500 more wildfires this year than last year at this time.

The California Highway Patrol says numerous roads are closed in the fire region, which is an eight-county swath of wine country north of San Francisco.

———

12:05 p.m.

A wind-driven wildfire is sweeping along the outskirts of a Southern California subdivision.

The blaze erupted at late morning Monday in Anaheim and moved rapidly through hills and canyons in Orange County, about 45 miles southeast of Los Angeles.

Authorities have ordered evacuations of neighborhoods and two elementary schools and shut down heavily traveled freeways.

City officials could not immediately say how many people are affected.

An evacuation center is being set up at a downtown community center. Authorities also are setting up a place for residents to evacuate their horses.

In Northern California, firefighters are battling blazes that have destroyed at least 1,500 homes and commercial buildings.

———

11:45 a.m.

Emergency workers and staff at a state home for the severely disabled outside of Sonoma have evacuated all of about 240 patients as flames from fast-spreading wildfires approached the center and ash rained down.

Officials at the Sonoma Developmental Center, located on 900 acres, in the town of Glen Ellen said there were no known injuries during the evacuation.

Center spokesman Jorge Fernandez says ""everybody is safe so far.""

Crews got all patients from threatened buildings as flames closed within a few dozen feet of the center's buildings.

Many of the patients were confined to beds and wheelchairs and had breathing or feeding tubes.

Vans and school buses were lining up to remove the last patients as workers in masks pushed frail residents in wheelchairs across parking lots and roads.

———

11 a.m.

Another wildfire has erupted in California, this time about 45 miles (72 kilometers) southeast of Los Angeles in the hill country of eastern Orange County.

The Anaheim Fire Department says the fire erupted late Monday morning and is being pushed by 25 mph winds.

An unknown number of people have been ordered to evacuate.

Much of Southern California is under red flag warnings for fire danger due to the fall's first significant Santa Ana winds, the seasonal gusts linked to some of the region's worst wildfires.

The Anaheim fire erupted as the tally from numerous fires in Northern California worsens.

State officials say at least 1,500 homes and commercial buildings have been destroyed, and 20,000 people have been evacuated in California wine country.

———

10:45 a.m.

California's fire chief says at least 1,500 homes and commercial buildings have been destroyed in wildfires that have ripped through the state's wine country.

He says numerous people have been injured and a number of residents are also missing as 14 large fires burn.

California Department of Forestry and Fire Protection Director Ken Pimlott say an estimated 20,000 people have been evacuated.

He called the estimates of destroyed structures very conservative. Pimlott says the fires are burning throughout an eight-county swath of Northern California, including Napa, Sonoma and Yuba counties.

Pimlott said most of the fires started at about 10 p.m. Sunday and their causes are under investigation. He said firefighters are concentrating on saving lives rather than battling the blazes.

He didn't have an estimate on the number of people hurt and missing.

———

10 a.m.

More than 200 people were hurriedly evacuated from two Santa Rosa hospitals threatened by wildfires that bloomed overnight.

Lisa Amador, a spokeswoman with Sutter Health, said around 9 a.m. that Sutter Santa Rosa Regional Hospital had finished evacuating the last of more than 80 patients in surgical, labor and emergency care.

She says the hospital is sending staff home. Amador says the hospital and the medical office building next to it are intact, but other structures are ruined.

Jenny Mack, a spokeswoman for Kaiser Permanente, says about 130 patients were evacuated from the Santa Rosa medical center Monday morning.

She said all appointments and surgeries are cancelled for the day in Santa Rosa and Napa, and the KP medical offices in Napa are closed.

———

9:30 a.m.

California Gov. Jerry Brown has declared a state of emergency in Napa, Sonoma and Yuba counties because of wildfires that the governor says are threatening thousands of homes.

Brown issued the declaration on Monday, as multiple fires forced people to evacuate their homes.

Napa County Fire Chief Barry Biermann said more than 50 structures had been destroyed, but there were no reports of injuries or deaths.

Residents describe terrifying middle-of-the-night scrambles to flee from raging wildfires.

Biermann says the fires had burned more than 68 square miles (176sq. kilometers).

———

8:55 a.m.

Residents in Napa and Sonoma counties are describing their terrifying middle-of-the-night scramble to flee from raging wildfires.

Terri Ruttledge, who lives on Adobe Canyon in Kenwood, just made it out before the fire burned her house.

Ruttledge says she looked out her window and saw the mountain across the road on fire. When she couldn't reach 911, she quickly loaded up the car and fled.

Mandatory evacuations were ordered after blazes broke out late Sunday.

Napa County Board of Supervisors chairwoman Belia Ramos says officials do not yet have a count on how many properties have been affected in the 20,000 acre (8,100 hectare) fire.

She says the wind gusts were tremendous and made the fire unpredictable.

Fires also burned just to the east in the Napa County wine country as well as in Yuba, Butte and Nevada counties.

———

6:07 a.m.

Residents of Northern California wine country are describing harrowing escapes from wind-whipped wildfires.

Marian Williams says she caravanned with neighbors through flames early Monday as one of several fires reached the vineyards and ridges of the small Sonoma County town of Kenwood.

Williams says she could feel the heat as trees turned into torches.

The fires are being fanned by strong, dry and gusty winds raking the region.

———

1:53 a.m.

Firefighters are battling several wind-whipped fires that forced evacuations of rural neighborhoods in Northern California.

The Press Democrat reports ( http://bit.ly/2xt7ekR ) that mandatory evacuations were ordered after a blaze broke out late Sunday near Santa Rosa, which is 54 miles (87 kilometers) north of San Francisco.

The Sonoma County Sheriff's Office says deputies were dispatched to help firefighters and California Highway Patrol officers with evacuations.

Multiple fires broke out Sunday night as strong winds buffeted the area. Emergency lines were inundated with callers reporting smoke in the area.

Downed trees were blocking parts of one rural road and fires were burning on both sides of Highway 12 as gusts reached up to 60 mph (96.5 kph).

Cal Fire says firefighters were battling a 200-acre (80.9-hectare) fire in Napa County.",,,
http://abcnews.go.com/International,['Abc News'],,[],,"The United Nations' aviation regulator has removed Thailand from its list of countries red-flagged for safety concerns, more than two years after it...",,,
http://abcnews.go.com/ThisWeek,['Abc News'],,[],,"Rep. Seth Moulton, D-Mass., and Rep. Scott Taylor, R-Va., both Iraq War veterans with opposing views on gun control, sit down with Martha Raddatz to discuss how Congress should respond to the Las Vegas shooting.",,,
http://abcnews.go.com/Site/page?id=3068843,['Abc News'],,[],,"How do I contact ABCNews.com?

E-Mail the People Who Bring You the News

Your comments and opinions count! Please use the links below to direct your e-mail to the various ABC News broadcasts and to ABCNews.com on the Web.

To send ABC Primetime Entertainment and Daytime programming Feedback, click here.

To send SPORTS Feedback, click here.

You can also reach us at: ABC News, 47 West 66th Street, New York, NY 10023",,,
http://abcnews.go.com/VR,['Abc News'],,[],,Virtual reality news has opened the door to boundless possibilities allowing users to be anywhere we are at any time.,,,
http://abcnews.go.com/2020,['Abc News'],,[],,"""I saw people getting shot right in front of me. It was horrifying.""",,,
http://abcnews.go.com/Technology/wireStory/cold-war-radiation-testing-us-widespread-author-claims-50233516,['Abc News'],,[],,"Three members of Congress are demanding answers after a St. Louis scholar's new book revealed details of secret Cold War-era U.S. government testing in which countless unsuspecting people, including many children, pregnant women and minorities, were fed, sprayed or injected with radiation and other dangerous materials.

The health ramifications of the tests are unknown. Lisa Martino-Taylor, an associate professor of sociology at St. Louis Community College who wrote ""Behind the Fog: How the U.S. Cold War Radiological Weapons Program Exposed Innocent Americans,"" acknowledged that tracing diseases like cancer to specific causes is difficult.

But three House Democrats who represent areas where testing occurred — William Lacy Clay of Missouri, Brad Sherman of California and Jim Cooper of Tennessee — said they were outraged by the revelations.

Martino-Taylor used Freedom of Information Act requests to obtain previously unreleased documents, including Army records. She also reviewed already public records and published articles. She told The Associated Press that she found that a small group of researchers, aided by leading academic institutions, worked to develop radiological weapons and later ""combination weapons"" using radioactive materials along with chemical or biological weapons.

Her book, published in August, was a follow-up to her 2012 dissertation, which found that the government conducted secret testing of zinc cadmium sulfide in a poor area of St. Louis in the 1950s and 1960s. The book focuses on the mid-1940s to the mid-1960s.

An Army spokeswoman declined to comment, but Martino-Taylor's 2012 report on testing in St. Louis was troubling enough to trigger an Army investigation. The investigation found no evidence that the St. Louis testing posed a health threat.

Martino-Taylor said the offensive radiological weapons program was a top priority for the government. Unknowing people in places throughout the U.S., as well as parts of England and Canada, were subjected to potentially deadly material through open-air spraying, ingestion and injection, Martino-Taylor said.

""They targeted the most vulnerable in society in most cases,"" Martino-Taylor said. ""They targeted children. They targeted pregnant women in Nashville. People who were ill in hospitals. They targeted wards of the state. And they targeted minority populations.""

The tests in Nashville in the late 1940s involved giving 820 poor and pregnant white women a mixture during their first pre-natal visit that included radioactive iron, Martino-Taylor said. The women were chosen without their knowledge. Blood tests were performed to determine how much radioactive iron had been absorbed by the mother, and the babies' blood was tested at birth. Similar tests were performed in Chicago and San Francisco, Martino-Taylor said.

Cooper's office plans to seek more information from the Army Legislative Liaison, said spokesman Chris Carroll.

""We are asking for details on the Pentagon's role, along with any cooperation by research institutions and other organizations,"" Carroll said. ""These revelations are shocking, disturbing and painful.""

In California, investigators created a radiation field inside a building at North Hollywood High School during a weekend in the fall of 1961, Martino-Taylor said. Similar testing was performed at the University of California, Los Angeles and at a Los Angeles Police Department building.

Sherman said he wants a survey of people who graduated from the school around the time of the testing to see if there was a higher incidence of illness, including cancer. He also said he will seek more information from the Department of Energy.

""What an incredibly stupid, reckless thing to do,"" said Sherman, whose district includes North Hollywood High School.

Among those who recall the testing is Mary Helen Brindell, 73. She was playing baseball in a St. Louis street in the mid-1950s when a squadron of green planes flew so low overhead that she could see the face of the lead pilot. Suddenly, the children were covered in a fine powdery substance that stuck to skin moistened by summer sweat.

Brindell has suffered from breast, thyroid, skin and uterine cancers. Her sister died of a rare form of esophageal cancer.

""I just want an explanation from the government,"" Brindell said. ""Why would you do that to people?""

Clay said he was angered that Americans were used as ""guinea pigs"" for research.

""I join with my colleagues to demand the whole truth about this testing and I will reach out to my Missouri Delegation friends on the House Armed Services Committee for their help as well,"" Clay said in a statement.

St. Louis leaders were told at the time that the government was testing a smoke screen that could shield the city from aerial observation in case of Soviet attack. Evidence now shows radioactive material, not just zinc cadmium sulfide, was part of that spraying, Martino-Taylor said.

Doris Spates, 62, was born in 1955 on the 11th floor of the Pruitt-Igoe low-income high-rise where the Army sprayed material from the roof. Her father died suddenly three months after her birth. Four of her 11 siblings died from cancer at relatively young ages. She survived cervical cancer and suffers from skin and breathing problems.

""It makes me angry,"" Spates said. ""It is wrong to do something like that to people who don't have any knowledge of it.""

According to Martino-Taylor, other testing in Chicago; Berkeley, California; Rochester, New York; and Oak Ridge, Tennessee, involved injecting people with plutonium-239.

She said her book shines a light on the team of mostly young scientists tasked with developing radiological weapons. They worked in a closed world with virtually no input from anyone ""who could say, 'This isn't right,' or put some sort of moral compass on it,"" she said.

She hopes her book prompts more people to investigate.

""We haven't gotten any answers so far,"" Martino-Taylor said. ""I think there's a lot more to find out.""

———

Sign up for the AP's weekly newsletter showcasing our best reporting from the Midwest and Texas at http://apne.ws/2u1RMfv",,,
http://abcnews.go.com/WhatWouldYouDo,['Abc News'],,[],,When two Latino men place an order in Spanish at a store they are met by extreme prejudice from the cashier. Will the other customers speak up?,,,
http://abcnews.go.com/Nightline,['Abc News'],,[],,"As authorities piece together the shooter's final days, survivors start the healing process and parents of an Aurora shooting victim are in Vegas to offer their help.",,,
